"","comments_we_have","lowest.sorted.rin.of.related.rins","related.rins","number.of.rins","agency_1","agency_2","agency_3","agency_4","agency_5","agency_6","agency_7","agency_8","agency_9","ANPR-Issuance_1_publication_date","ANPR-Extension_1_publication_date","NPR-Issuance_1_publication_date","NPR-Issuance_2_publication_date","NPR-Issuance_3_publication_date","NPR-Issuance_4_publication_date","NPR-Issuance_5_publication_date","NPR-Issuance_6_publication_date","NPR-Extension_1_publication_date","NPR-Reissuance_1_publication_date","NPR-Reissuance_2_publication_date","INTERIM-FINAL-Issuance_1_publication_date","INTERIM-FINAL-Issuance_2_publication_date","INTERIM-FINAL-Issuance_3_publication_date","INTERIM-FINAL-Issuance_4_publication_date","INTERIM-FINAL-Issuance_5_publication_date","INTERIM-FINAL-Issuance_6_publication_date","INTERIM-FINAL-Correction_1_publication_date","FINAL-Issuance_1_publication_date","FINAL-Issuance_2_publication_date","FINAL-Issuance_3_publication_date","FINAL-Issuance-Complex_1_publication_date","FINAL-Correction_1_publication_date","FINAL-Correction_2_publication_date","GUIDANCE-Issuance_1_publication_date","NA_1_publication_date","ANPR-Issuance_1_rule_url","ANPR-Extension_1_rule_url","NPR-Issuance_1_rule_url","NPR-Issuance_2_rule_url","NPR-Issuance_3_rule_url","NPR-Issuance_4_rule_url","NPR-Issuance_5_rule_url","NPR-Issuance_6_rule_url","NPR-Issuance_7","NPR-Issuance_8","NPR-Extension_1_rule_url","NPR-Reissuance_1_rule_url","NPR-Reissuance_2_rule_url","INTERIM-FINAL-Issuance_1_rule_url","INTERIM-FINAL-Issuance_2_rule_url","INTERIM-FINAL-Issuance_3_rule_url","INTERIM-FINAL-Issuance_4_rule_url","INTERIM-FINAL-Issuance_5_rule_url","INTERIM-FINAL-Issuance_6_rule_url","INTERIM-FINAL-Issuance_7","INTERIM-FINAL-Issuance_8","INTERIM-FINAL-Issuance_9","INTERIM-FINAL-Issuance_10","INTERIM-FINAL-Issuance_11","INTERIM-FINAL-Issuance_12","INTERIM-FINAL-Issuance_13","INTERIM-FINAL-Issuance_14","INTERIM-FINAL-Correction_1_rule_url","FINAL-Issuance_1_rule_url","FINAL-Issuance_2_rule_url","FINAL-Issuance_3_rule_url","FINAL-Issuance_4","FINAL-Issuance-Complex_1_rule_url","FINAL-Correction_1_rule_url","FINAL-Correction_2_rule_url","GUIDANCE-Issuance_1_rule_url","NA_1_rule_url"
"99",0,"3038-AD84","3038-AD84",1,"CFTC",,,,,,,,,,,"6/27/12",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/06/27/2012-15481/rules-prohibiting-the-aggregation-of-orders-to-satisfy-minimum-block-sizes-or-cap-size-requirements",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"100",0,"3038-AD86","3038-AD86",1,"CFTC",,,,,,,,,,,"8/7/12",,,,,,,,,,,,,,,,"12/13/12",,,,,,,,,,"https://www.federalregister.gov/documents/2012/08/07/2012-18382/clearing-requirement-determination-under-section-2h-of-the-cea",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/12/13/2012-29211/clearing-requirement-determination-under-section-2h-of-the-cea",,,,,,,,
"101",0,"3038-AD88","3038-AD88",1,"CFTC",,,,,,,,,,,"11/14/12",,,,,,,,,,,,,,,,"11/14/13",,,,,,,,,,"https://www.federalregister.gov/documents/2012/11/14/2012-26435/enhancing-protections-afforded-customers-and-customer-funds-held-by-futures-commission-merchants-and",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/11/14/2013-26665/enhancing-protections-afforded-customers-and-customer-funds-held-by-futures-commission-merchants-and",,,,,,,,
"102",0,"3038-AD96","3038-AD96",1,"CFTC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5/28/13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/05/28/2013-12365/antidisruptive-practices-authority",
"103",0,"3038-AD99","3038-AD99",1,"CFTC",,,,,,,,,"12/2/10",,"12/12/13",,,,,,,"12/30/16","6/13/16",,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2010/12/02/2010-29836/protection-of-cleared-swaps-customers-before-and-after-commodity-broker-bankruptcies",,"https://www.federalregister.gov/documents/2013/12/12/2013-27200/position-limits-for-derivatives",,,,,,,,,"https://www.federalregister.gov/documents/2016/12/30/2016-29483/position-limits-for-derivatives","https://www.federalregister.gov/documents/2016/06/13/2016-12964/position-limits-for-derivatives-certain-exemptions-and-guidance",,,,,,,,,,,,,,,,,,,,,,,,
"104",0,"3038-AE00","3038-AE00",1,"CFTC",,,,,,,,,,,"4/8/13",,,,,,,,,,,,,,,,"10/28/13",,,,,,,,,,"https://www.federalregister.gov/documents/2013/04/08/2013-07538/swap-dealers-and-major-swap-participants-clerical-or-ministerial-employees",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/10/28/2013-25279/swap-dealers-and-major-swap-participants-clerical-or-ministerial-employees",,,,,,,,
"105",0,"3038-AE06","3038-AE06",1,"CFTC",,,,,,,,,,,"8/16/13",,,,,,,,,,,,,,,,"12/2/13",,,,,,,,,,"https://www.federalregister.gov/documents/2013/08/16/2013-19845/derivatives-clearing-organizations-and-international-standards",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/12/02/2013-27849/derivatives-clearing-organizations-and-international-standards",,,,,,,,
"106",0,"3038-AE12","3038-AE12",1,"CFTC",,,,,,,,,,,"8/31/15",,,,,,,,,,,,,,,,"6/27/16",,,,,,,,,,"https://www.federalregister.gov/documents/2015/08/31/2015-21030/amendments-to-swap-data-recordkeeping-and-reporting-requirements-for-cleared-swaps",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2016/06/27/2016-14414/amendments-to-swap-data-recordkeeping-and-reporting-requirements-for-cleared-swaps",,,,,,,,
"107",0,"3038-AE14","3038-AE14",1,"CFTC",,,,,,,,,,,,,,,,,,,,"3/26/14",,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2014/03/26/2014-06574/swap-data-repositories-access-to-sdr-data-by-market-participants",,,,,,,,,,,,,,,,,,,,,,,
"108",0,"3038-AE15","3038-AE15",1,"CFTC",,,,,,,,,,,"1/23/17",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2017/01/23/2017-01232/technical-amendments-to-rules-on-registration-and-review-of-exchange-disciplinary-access-denial-or",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"109",0,"3038-AE17","3038-AE17",1,"CFTC",,,,,,,,,,,"9/22/15",,,,,,,,,,,,,,,,"5/6/16",,,,,,,,,,"https://www.federalregister.gov/documents/2015/09/22/2015-24021/proposal-to-amend-the-definition-of-material-terms-for-purposes-of-swap-portfolio-reconciliation",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2016/05/06/2016-10565/definitions-of-portfolio-reconciliation-and-material-terms-for-purposes-of-swap-portfolio",,,,,,,,
"110",0,"3038-AE19","3038-AE19",1,"CFTC",,,,,,,,,,,"6/2/14",,,,,,,,,,,,,,,,"9/26/14",,,,,,,,,,"https://www.federalregister.gov/documents/2014/06/02/2014-12469/exclusion-of-utility-operations-related-swaps-with-utility-special-entities-from-de-minimis",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2014/09/26/2014-22966/exclusion-of-utility-operations-related-swaps-with-utility-special-entities-from-de-minimis",,,,,,,,
"111",0,"3038-AE20","3038-AE20",1,"CFTC",,,,,,,,,,,"6/16/16",,,,,,,,,,,,,,,,"10/14/16",,,,,,,,,,"https://www.federalregister.gov/documents/2016/06/16/2016-14035/clearing-requirement-determination-under-section-2h-of-the-cea-for-interest-rate-swaps",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2016/10/14/2016-23983/clearing-requirement-determination-under-section-2h-of-the-commodity-exchange-act-for-interest-rate",,,,,,,,
"112",0,"3038-AE26","3038-AE26",1,"CFTC",,,,,,,,,,,,,,,,,,,,,,,,,,,"3/21/16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2016/03/21/2016-06260/trade-options",,,,,,,,
"113",0,"3038-AE36","3038-AE36",1,"CFTC",,,,,,,,,,,"1/19/17",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2017/01/19/2017-01148/recordkeeping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"114",0,"3038-AE44","3038-AE44",1,"CFTC",,,,,,,,,,,"1/25/17",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2017/01/25/2017-01287/proposed-amendments-to-swap-data-access-provisions-and-certain-other-matters",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"115",0,"3038-AE47","3038-AE47",1,"CFTC",,,,,,,,,,,"8/5/16",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2016/08/05/2016-18400/commodity-pool-operator-annual-report",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"116",0,"3038-AE49","3038-AE49",1,"CFTC",,,,,,,,,,,"8/12/16",,,,,,,,,,,,,,,,"11/16/16",,,,,,,,,,"https://www.federalregister.gov/documents/2016/08/12/2016-19231/chief-compliance-officer-annual-report-requirements-for-futures-commission-merchants-swap-dealers",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2016/11/16/2016-27525/chief-compliance-officer-annual-report-requirements-for-futures-commission-merchants-swap-dealers",,,,,,,,
"117",0,"3038-AE50","3038-AE50",1,"CFTC",,,,,,,,,,,"8/30/16",,,,,,,,,,,,,,,,"5/30/17",,,,,,,,,,"https://www.federalregister.gov/documents/2016/08/30/2016-20745/whistleblower-awards-process",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2017/05/30/2017-10801/whistleblower-awards-process",,,,,,,,
"118",0,"3038-AE54","3038-AE54",1,"CFTC",,,,,,,,,,,"10/18/16",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2016/10/18/2016-24905/cross-border-application-of-the-registration-thresholds-and-external-business-conduct-standards",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"119",0,"3038-AE56","3038-AE56",1,"CFTC",,,,,,,,,,,"5/8/17",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2017/05/08/2017-09229/chief-compliance-officer-duties-and-annual-report-requirements-for-futures-commission-merchants-swap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"120",0,"3064-AD37","3064-AD37",1,"FDIC",,,,,,,,,,,"9/30/10",,,,,,,,,,,,,,,,"1/27/11",,,,,,,,,,"https://www.federalregister.gov/documents/2010/09/30/2010-24594/deposit-insurance-regulations-unlimited-coverage-for-noninterest-bearing-transaction-accounts",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/01/27/2011-1732/deposit-insurance-regulations-unlimited-coverage-for-noninterest-bearing-transaction-accounts",,,,,,,,
"121",0,"3064-AD59","3064-AD59",1,"FDIC",,,,,,,,,,,,,,,,,,,,"9/21/11",,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/09/21/2011-24179/resolution-plans-required-for-insured-depository-institutions-with-50-billion-or-more-in-total",,,,,,,,,,,,,,,,,,,,,,,
"122",0,"3064-AD63","3064-AD63",1,"FDIC",,,,,,,,,,,"10/27/10",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2010/10/27/2010-27036/assessment-dividends-assessment-rates-and-designated-reserve-ratio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"123",0,"3064-AD65","3064-AD65",1,"FDIC",,,,,,,,,,,,,,,,,,,,,,,,,,,"11/15/10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2010/11/15/2010-28627/deposit-insurance-regulations-unlimited-coverage-for-noninterest-bearing-transaction-accounts",,,,,,,,
"124",0,"3064-AD66","3064-AD66",1,"FDIC",,,,,,,,,,,"11/24/10",,,,,,,,,,,,,,,,"2/25/11",,,,,,,,,,"https://www.federalregister.gov/documents/2010/11/24/2010-29137/assessments-assessment-base-and-rates","https://www.federalregister.gov/documents/2010/11/24/2010-29138/assessments-large-bank-pricing",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/02/25/2011-3086/assessments-large-bank-pricing",,,,,,,,
"125",0,"3064-AD68","3064-AD68",1,"FDIC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12/30/10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2010/12/30/2010-32321/community-reinvestment-act-regulations",,,
"126",0,"3064-AD69","3064-AD69",1,"FDIC",,,,,,,,,,,,,,,,,,,,,,,,,,,"12/20/10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2010/12/20/2010-31829/designated-reserve-ratio",,,,,,,,
"127",0,"3064-AD73","3064-AD73",1,"FDIC",,,,,,,,,,,"3/23/11",,,,,,,"6/18/12",,,,,,,,,"6/10/13","7/15/11",,,,,,,,,"https://www.federalregister.gov/documents/2011/03/23/2011-6705/orderly-liquidation-authority",,,,,,,,,"https://www.federalregister.gov/documents/2012/06/18/2012-14701/definition-of-predominantly-engaged-in-activities-that-are-financial-in-nature-or-incidental-thereto",,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/06/10/2013-13595/definition-of-predominantly-engaged-in-activities-that-are-financial-in-nature-or-incidental-thereto","https://www.federalregister.gov/documents/2011/07/15/2011-17397/certain-orderly-liquidation-authority-provisions-under-title-ii-of-the-dodd-frank-wall-street-reform",,,,,,,
"128",22,"3064-AD77","3064-AD77, 7100-AD73",2,"FDIC","FRS",,,,,,,,,,"4/22/11",,,,,,,,,,,,,,,,"11/1/11",,,,,,,,,,"https://www.federalregister.gov/documents/2011/04/22/2011-9357/resolution-plans-and-credit-exposure-reports-required",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/11/01/2011-27377/resolution-plans-required",,,,,,,,
"129",0,"3064-AD78","3064-AD78",1,"FDIC",,,,,,,,,,,"4/15/11",,,,,,,,,,,,,,,,"7/14/11",,,,,,,,,,"https://www.federalregister.gov/documents/2011/04/15/2011-9210/interest-on-deposits-deposit-insurance-coverage",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/07/14/2011-17686/interest-on-deposits-deposit-insurance-coverage",,,,,,,,
"130",0,"3064-AD81","3064-AD81",1,"FDIC",,,,,,,,,,,"5/17/11",,,,,,,,,,,,,,,,"7/12/11",,,,,,,,,,"https://www.federalregister.gov/documents/2011/05/17/2011-11853/retail-foreign-exchange-transactions",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/07/12/2011-17396/retail-foreign-exchange-transactions",,,,,,,,
"131",0,"3064-AD82","3064-AD82",1,"FDIC",,,,,,,,,,,,,,,,,,,,"8/5/11",,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/08/05/2011-18276/transfer-and-redesignation-of-certain-regulations-involving-state-savings-associations-pursuant-to",,,,,,,,,,,,,,,,,,,,,,,
"132",0,"3064-AD88","3064-AD88",1,"FDIC",,,,,,,,,,,"12/15/11",,,,,,,,,,,,,,,,"7/24/12",,,,,,,,,,"https://www.federalregister.gov/documents/2011/12/15/2011-31883/permissible-investments-for-federal-and-state-savings-associations-corporate-debt-securities",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/07/24/2012-17860/permissible-investments-for-federal-and-state-savings-associations-corporate-debt-securities",,,,,,,,
"133",0,"3064-AD89","3064-AD89",1,"FDIC",,,,,,,,,,,"12/13/11",,,,,,,,,,,,,,,,"4/30/12",,,,,,,,,,"https://www.federalregister.gov/documents/2011/12/13/2011-31885/mutual-insurance-holding-company-treated-as-insurance-company",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/04/30/2012-10146/mutual-insurance-holding-company-treated-as-insurance-company",,,,,,,,
"134",0,"3064-AD91","3064-AD91",1,"FDIC",,,,,,,,,,,"1/23/12",,,,,,,,,,,,,,,,"10/15/12",,,,,,,,,,"https://www.federalregister.gov/documents/2012/01/23/2012-1135/annual-stress-test",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/10/15/2012-25194/annual-stress-test",,,,,,,,
"135",0,"3064-AD92","3064-AD92",1,"FDIC",,,,,,,,,,,"3/27/12",,,,,,,,,,,,,,,,"10/31/12",,,,,,,,,,"https://www.federalregister.gov/documents/2012/03/27/2012-7268/assessments-large-bank-pricing",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/10/31/2012-25943/assessments-large-bank-pricing",,,,,,,,
"136",0,"3064-AD94","3064-AD94",1,"FDIC",,,,,,,,,,,"3/27/12",,,,,,,,,,,,,,,,"10/16/12",,,,,,,,,,"https://www.federalregister.gov/documents/2012/03/27/2012-7051/enforcement-of-subsidiary-and-affiliate-contracts-by-the-fdic-as-receiver-of-a-covered-financial",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/10/16/2012-25315/enforcement-of-subsidiary-and-affiliate-contracts-by-the-fdic-as-receiver-of-a-covered-financial",,,,,,,,
"137",0,"3064-AE05","3064-AE05",1,"FDIC",,,,,,,,,,,"11/6/13",,,,,,,,,,,,,,,,"4/14/14",,,,,,,,,,"https://www.federalregister.gov/documents/2013/11/06/2013-26544/restrictions-on-sales-of-assets-of-a-covered-financial-company-by-the-federal-deposit-insurance",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2014/04/14/2014-08258/restrictions-on-sales-of-assets-of-a-covered-financial-company-by-the-federal-deposit-insurance",,,,,,,,
"138",0,"3064-AE16","3064-AE16",1,"FDIC",,,,,,,,,,,"7/23/14",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2014/07/23/2014-16963/assessments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"139",0,"3064-AE18","3064-AE18",1,"FDIC",,,,,,,,,,,"7/1/14",,,,,,,,,,,,,,,,"11/21/14",,,,,,,,,,"https://www.federalregister.gov/documents/2014/07/01/2014-14389/annual-stress-test",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2014/11/21/2014-27610/annual-stress-test",,,,,,,,
"140",0,"3064-AE25","3064-AE25",1,"FDIC",,,,,,,,,,,"10/24/14",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2014/10/24/2014-25338/record-retention-requirements",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"141",0,"3064-AE30","3064-AE30",1,"FDIC",,,,,,,,,,,"1/30/15",,,,,,,,,,,,,,,,"10/17/16",,,,,,,,,,"https://www.federalregister.gov/documents/2015/01/30/2015-01324/regulatory-capital-rules-liquidity-coverage-ratio-proposed-revisions-to-the-definition-of-qualifying",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2016/10/17/2016-25021/regulatory-capital-rules-liquidity-coverage-ratio-revisions-to-the-definition-of-qualifying-master",,,,,,,,
"142",0,"3064-AE36","3064-AE36",1,"FDIC",,,,,,,,,,,"6/28/16",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2016/06/28/2016-15096/alternatives-to-references-to-credit-ratings-with-respect-to-permissible-activities-for-foreign",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"143",0,"3064-AE37","3064-AE37",1,"FDIC",,,,,,,,,,,"2/4/16","7/13/15",,,,,,,,,,,,,,,"5/20/16",,,,,,,,,,"https://www.federalregister.gov/documents/2016/02/04/2016-01448/assessments","https://www.federalregister.gov/documents/2015/07/13/2015-16514/assessments",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2016/05/20/2016-11181/assessments",,,,,,,,
"144",0,"3064-AE39","3064-AE39",1,"FDIC",,,,,,,,,,,"3/2/16",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2016/03/02/2016-03874/covered-broker-dealer-provisions-under-title-ii-of-the-dodd-frank-wall-street-reform-and-consumer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"145",0,"3064-AE46","3064-AE46",1,"FDIC",,,,,,,,,,,"10/26/16",,,,,,,,,,,,,,,,"10/30/17",,,,,,,,,,"https://www.federalregister.gov/documents/2016/10/26/2016-25605/restrictions-on-qualified-financial-contracts-of-certain-fdic-supervised-institutions-revisions-to",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2017/10/30/2017-21951/restrictions-on-qualified-financial-contracts-of-certain-fdic-supervised-institutions-revisions-to",,,,,,,,
"146",0,"3064-AE58","3064-AE58",1,"FDIC",,,,,,,,,,,"9/20/17",,,,,,,,,,,,,,,,"11/24/17",,,,"12/27/17","4/10/18",,,,,"https://www.federalregister.gov/documents/2017/09/20/2017-19765/community-reinvestment-act-regulations",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2017/11/24/2017-25396/community-reinvestment-act-regulations",,,,,"https://www.federalregister.gov/documents/2017/12/27/2017-27813/community-reinvestment-act-regulations","https://www.federalregister.gov/documents/2018/04/10/2018-06963/community-reinvestment-act-regulations-correction",,
"147",0,"3084-AA94","3084-AA94",1,"FTC",,,,,,,,,,,,,,,,,,,,"12/6/12",,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/12/06/2012-29430/identity-theft-red-flags-and-address-discrepancies-under-the-fair-and-accurate-credit-transactions",,,,,,,,,,,,,,,,,,,,,,,
"148",18,"3133-AD79","3133-AD79",1,"NCUA",,,,,,,,,,,"12/22/10",,,,,,,,,,,,,,,,"5/25/11",,,,,,,,,,"https://www.federalregister.gov/documents/2010/12/22/2010-32129/share-insurance-and-appendix",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/05/25/2011-12826/share-insurance-and-appendix",,,,,,,,
"149",0,"3133-AD86","3133-AD86",1,"NCUA",,,,,,,,,,,"3/1/11",,,,,,,,,,,,,,,,"12/13/12",,,,,,,,,,"https://www.federalregister.gov/documents/2011/03/01/2011-4070/removing-references-to-credit-ratings-in-regulations-proposing-alternatives-to-the-use-of-credit",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/12/13/2012-30076/alternatives-to-the-use-of-credit-ratings",,,,,,,,
"150",0,"3139-AA00","3139-AA00",1,"ASC",,,,,,,,,,,"5/20/16",,,,,,,,,,,,,,,,"9/25/17",,,,,,,,,,"https://www.federalregister.gov/documents/2016/05/20/2016-11914/appraisal-subcommittee-notice-of-proposed-rulemaking-to-implement-collection-and-transmission-of",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2017/09/25/2017-20400/collection-and-transmission-of-annual-amc-registry-fees",,,,,,,,
"151",83,"3170-AA00","3170-AA00, 3170-AA30",2,"CFPB","CFPB",,,,,,,,,,"2/17/12",,,,,,,,,,,,,,,,"10/31/12","7/20/12",,,"12/7/12",,,,,,"https://www.federalregister.gov/documents/2012/02/17/2012-3775/defining-larger-participants-in-certain-consumer-financial-product-and-service-markets",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/10/31/2012-26467/defining-larger-participants-of-the-consumer-debt-collection-market","https://www.federalregister.gov/documents/2012/07/20/2012-17603/defining-larger-participants-of-the-consumer-reporting-market",,,,"https://www.federalregister.gov/documents/2012/12/07/2012-29438/defining-larger-participants-of-the-consumer-debt-collection-market-correction",,,
"152",10,"3170-AA01","3170-AA01",1,"CFPB",,,,,,,,,,,,,,,,,,,,"7/28/11",,,,,,,"2/15/13",,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/07/28/2011-19038/disclosure-of-records-and-information",,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2013/02/15/2013-01737/disclosure-of-records-and-information",,,,,,,,
"153",9,"3170-AA02","3170-AA02",1,"CFPB",,,,,,,,,,,,,,,,,,,,"7/28/11",,,,,,,"6/29/12",,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/07/28/2011-19034/state-official-notification-rules",,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/06/29/2012-14062/state-official-notification-rule",,,,,,,,
"154",5,"3170-AA03","3170-AA03",1,"CFPB",,,,,,,,,,,,,,,,,,,,"7/28/11",,,,,,,"6/29/12",,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/07/28/2011-19035/rules-relating-to-investigations",,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/06/29/2012-14047/rules-relating-to-investigations",,,,,,,,
"155",10,"3170-AA04","3170-AA04",1,"CFPB",,,,,,,,,,,,,,,,,,,,"7/22/11",,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/07/22/2011-18676/alternative-mortgage-transaction-parity-regulation-d",,,,,,,,,,,,,,,,,,,,,,,
"156",5,"3170-AA05","3170-AA05",1,"CFPB",,,,,,,,,,,,,,,,,,,,"7/28/11",,,,,,,"6/29/12",,,,,,,,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2011/07/28/2011-19032/rules-of-practice-for-adjudication-proceedings",,,,,,,,,,,,,,,"https://www.federalregister.gov/documents/2012/06/29/2012-14061/rules-of-practice-for-adjudication-proceedings",,,,,,,,
