"","fr_document_id","action","action_description_fr","action_url","agency_acronym","docket_id","joint","page_length","publication_date","reg_dot_gov_document_id","rin","stage","stage_n","start_page","title","volume"
"398","2016-21137-SEC","Issuance","Final rule.","https://www.sec.gov/comments/s7-15-15/s71515.shtml","SEC","S7-15-15","No","24","2016-09-02","SEC-2016-1566-0001",NA,"FINAL","","60585","Access to Data Obtained by Security-Based Swap Data Repositories","81"
"399","2010-31973-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-43-10/s74310.shtml","SEC","S7-43-10","No","20","2010-12-21","SEC-2010-1974-0001",NA,"NPR","","79992","End-User Exception to Mandatory Clearing of Security-Based Swaps","75"
"400","2011-2696-SEC","Issuance","Proposed rule; proposed interpretation.","https://www.sec.gov/comments/s7-06-11/s70611.shtml","SEC","S7-06-11","No","124","2011-02-28","SEC-2011-0251-0001",NA,"NPR","","10947","Registration and Regulation of Security-Based Swap Execution Facilities","76"
"401","2010-29710-SEC","Issuance","Proposed rules.","https://www.sec.gov/comments/s7-34-10/s73410.shtml","SEC","S7-34-10","No","82","2010-12-02","SEC-2010-1823-0001",NA,"NPR","","75207","Regulation SBSR-Reporting and Dissemination of Security-Based Swap Information","75"
"402","2013-10835-SEC","Issuance","Proposed rules; proposed interpretations.","https://www.sec.gov/comments/s7-34-10/s73410.shtml","SEC","S7-34-10","No","315","2013-05-23","SEC-2013-0972-0001",NA,"NPR","","30967","Cross-Border Security-Based Swap Activities; Re-Proposal of Regulation SBSR and Certain Rules and Forms Relating to the Registration of Security-Based Swap Dealers and Major Security-Based Swap Participants","78"
"403","2015-03125-SEC","Issuance","Proposed rule; guidance.","https://www.sec.gov/comments/s7-03-15/s70315.shtml","SEC","S7-03-15","No","66","2015-03-19","SEC-2015-0485-0001",NA,"NPR","","14739","Regulation SBSR-Reporting and Dissemination of Security-Based Swap Information","80"
"404","2015-03124-SEC","Issuance","Final rule.","https://www.sec.gov/comments/s7-34-10/s73410.shtml","SEC","S7-34-10","No","175","2015-03-19","SEC-2015-0484-0001",NA,"FINAL","","14563","Regulation SBSR-Reporting and Dissemination of Security-Based Swap Information","80"
"405","2016-17032-SEC","Issuance","Final rule.","https://www.sec.gov/comments/s7-03-15/s70315.shtml","SEC","S7-03-15","No","111","2016-08-12","SEC-2016-1412-0001",NA,"FINAL","","53545","Regulation SBSR-Reporting and Dissemination of Security-Based Swap Information","81"
"406","2010-26217-SEC","Issuance","Interim final temporary rule; request for comments.","https://www.sec.gov/comments/s7-28-10/s72810.shtml","SEC","S7-28-10","No","12","2010-10-20","SEC-2010-1611-0001",NA,"INTERIM-FINAL","","64643","Reporting of Security-Based Swap Transaction Data","75"
"407","2011-5182-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-08-11/s70811.shtml","SEC","S7-08-11","No","69","2011-03-16","SEC-2011-0360-0001",NA,"NPR","","14471","Clearing Agency Standards for Operation and Governance","76"
"408","2010-32085-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-44-10/s74410.shtml","SEC","S7-44-10","No","45","2010-12-30","SEC-2010-2026-0001",NA,"NPR","","82489","Process for Submissions for Review of Security-Based Swaps for Mandatory Clearing and Notice Filing Requirements for Clearing Agencies; Technical Amendments to Rule 19b-4 and Form 19b-4 Applicable to All Self-Regulatory Organizations","75"
"409","2012-16233-SEC","Issuance","Final rule.","https://www.sec.gov/comments/s7-44-10/s74410.shtml","SEC","S7-44-10","No","61","2012-07-13","SEC-2012-1126-0001",NA,"FINAL","","41601","Process for Submissions for Review of Security-Based Swaps for Mandatory Clearing and Notice Filing Requirements for Clearing Agencies; Technical Amendments to Rule 19b-4 and Form 19b-4 Applicable to All Self-Regulatory Organizations","77"
"410","2012-26164-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-08-12/s70812.shtml","SEC","S7-08-12","No","142","2012-11-23","SEC-2012-1926-0001",NA,"NPR","","70213","Capital, Margin, and Segregation Requirements for Security-Based Swap Dealers and Major Security-Based Swap Participants and Capital Requirements for Broker-Dealers","77"
"411","2012-26407-SEC","Issuance","Final rule.","https://www.sec.gov/comments/s7-08-11/s70811.shtml","SEC","S7-08-11","No","68","2012-11-02","SEC-2012-1772-0001",NA,"FINAL","","66219","Clearing Agency Standards","77"
"412","2014-05806-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-03-14/s70314.shtml","SEC","S7-03-14","No","111","2014-03-26","SEC-2014-0478-0001",NA,"NPR","","16865","Standards for Covered Clearing Agencies","79"
"413","2016-23891-SEC","Issuance","Final rule.","https://www.sec.gov/comments/s7-03-14/s70314.shtml","SEC","S7-03-14","No","121","2016-10-13","SEC-2016-1831-0001",NA,"FINAL","","70786","Standards for Covered Clearing Agencies","81"
"414","2016-23892-SEC","Issuance","Proposed rule amendments.","https://www.sec.gov/comments/s7-23-16/s72316.htm","SEC","S7-23-16","No","41","2016-10-13","SEC-2016-1839-0001",NA,"NPR","","70744","Definition of Covered Clearing Agency","81"
"415","2011-1218-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-03-11/s70311.shtml","SEC","S7-03-11","No","16","2011-01-21","SEC-2011-0097-0001",NA,"NPR","","3859","Trade Acknowledgment and Verification of Security-Based Swap Transactions","76"
"416","2016-13915-SEC","Issuance","Final rule.","https://www.sec.gov/comments/s7-03-11/s70311.shtml","SEC","S7-03-11","No","39","2016-06-17","SEC-2016-1050-0001",NA,"FINAL","","39807","Trade Acknowledgment and Verification of Security-Based Swap Transactions","81"
"417","2011-16758-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-25-11/s72511.shtml","SEC","S7-25-11","No","65","2011-07-18","SEC-2011-1022-0001",NA,"NPR","","42395","Business Conduct Standards for Security-Based Swap Dealers and Major Security-Based Swap Participants","76"
"418","2016-10918-SEC","Issuance","Final rule.","https://www.sec.gov/comments/s7-25-11/s72511.shtml","SEC","S7-25-11","No","193","2016-05-13","SEC-2016-0825-0001",NA,"FINAL","","29959","Business Conduct Standards for Security-Based Swap Dealers and Major Security-Based Swap Participants","81"
"419","2011-26889-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-40-11/s74011.shtml","SEC","S7-40-11","No","102","2011-10-24","SEC-2011-1633-0001",NA,"NPR","","65783","Registration of Security-Based Swap Dealers and Major Security-Based Swap Participants","76"
"420","2015-19661-SEC","Issuance","Final rule.","https://www.sec.gov/comments/s7-40-11/s74011.shtml","SEC","S7-40-11","No","117","2015-08-14","SEC-2015-1361-0001",NA,"FINAL","","48963","Registration Process for Security-Based Swap Dealers and Major Security-Based Swap Participants","80"
"421","2014-09108-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-05-14/s70514.shtml","SEC","S7-05-14","No","194","2014-05-02","SEC-2014-0725-0001",NA,"NPR","","25193","Recordkeeping and Reporting Requirements for Security-Based Swap Dealers, Major Security-Based Swap Participants, and Broker-Dealers; Capital Rule for Certain Security-Based Swap Dealers","79"
"422","2010-26315-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-27-10/s72710.shtml","SEC","S7-27-10","No","52","2010-10-26","SEC-2010-1638-0001",NA,"NPR","","65881","Ownership Limitations and Governance Requirements for Security-Based Swap Clearing Agencies, Security-Based Swap Execution Facilities, and National Securities Exchanges With Respect to Security-Based Swaps Under Regulation MC","75"
"423","2011-6685-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-10-11/s71011.shtml","SEC","S7-10-11","No","14","2011-03-22","SEC-2011-0386-0001",NA,"NPR","","15874","Beneficial Ownership Reporting Requirements and Security-Based Swaps","76"
"424","2011-14572-SEC","Issuance","Final rule; confirmation.","https://www.sec.gov/comments/s7-10-11/s71011.shtml","SEC","S7-10-11","No","12","2011-06-14","SEC-2011-0829-0001",NA,"FINAL","","34579","Beneficial Ownership Reporting Requirements and Security-Based Swaps","76"
"425","2011-14717-SEC","Issuance","Proposed rules.","https://www.sec.gov/comments/s7-22-11/s72211.shtml","SEC","S7-22-11","No","16","2011-06-15","SEC-2011-0836-0001",NA,"NPR","","34920","Exemptions for Security-Based Swaps Issued by Certain Clearing Agencies","76"
"426","2012-8141-SEC","Issuance","Final rule.","https://www.sec.gov/comments/s7-22-11/s72211.shtml","SEC","S7-22-11","No","14","2012-04-05","SEC-2012-0534-0001",NA,"FINAL","","20536","Exemptions for Security-Based Swaps Issued by Certain Clearing Agencies","77"
"427","2014-21676-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-09-14/s70914.shtml","SEC","S7-09-14","No","18","2014-09-11","SEC-2014-1523-0001",NA,"NPR","","54224","Treatment of Certain Communications Involving Security-Based Swaps That May Be Purchased Only by Eligible Contract Participants","79"
"428","2015-10382-SEC","Issuance","Proposed rules.","https://www.sec.gov/comments/s7-06-15/s70615.shtml","SEC","S7-06-15","No","70","2015-05-13","SEC-2015-0813-0001",NA,"NPR","","27443","Application of Certain Title VII Requirements to Security-Based Swap Transactions Connected With a Non-U.S. Person's Dealing Activity That Are Arranged, Negotiated, or Executed by Personnel Located in a U.S. Branch or Office or in a U.S. Branch or Office of an Agent","80"
"429","2016-03178-SEC","Issuance","Final rule.","https://www.sec.gov/comments/s7-06-15/s70615.shtml","SEC","S7-06-15","No","41","2016-02-19","SEC-2016-0271-0001",NA,"FINAL","","8597","Security-Based Swap Transactions Connected With a Non-U.S. Person's Dealing Activity That Are Arranged, Negotiated, or Executed by Personnel Located in a U.S. Branch or Office or in a U.S. Branch or Office of an Agent; Security-Based Swap Dealer De Minimis Exception","81"
"430","2011-17039-SEC","Issuance","Interim final rules; request for comments.","https://www.sec.gov/comments/s7-26-11/s72611.shtml","SEC","S7-26-11","No","8","2011-07-11","SEC-2011-0965-0001",NA,"INTERIM-FINAL","","40605","Exemptions for Security-Based Swaps","76"
"431","2017-03121-SEC","Issuance","Interim final rule.","https://www.sec.gov/comments/s7-26-11/s72611.shtml","SEC","S7-26-11","No","5","2017-02-15","SEC-2017-0241-0001",NA,"INTERIM-FINAL","","10703","Exemptions for Security-Based Swaps","82"
"432","2016-23890-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-22-16/s72216.htm","SEC","S7-22-16","No","41","2016-10-05","SEC-2016-1788-0001",NA,"NPR","","69240","Amendment to Securities Transaction Settlement Cycle","81"
"433","2010-32005-FSOC","Issuance","Advance notice of proposed rulemaking.","https://www.regulations.gov/docket?D=FSOC-2010-0003","FSOC","FSOC-2010-0003","No","3","2010-12-21","FSOC-2010-0003-0001",NA,"ANPR","","79982","Authority To Designate Financial Market Utilities as Systemically Important","75"
"434","2011-7003-FSOC","Issuance","Notice of proposed rulemaking.","https://www.regulations.gov/docket?D=FSOC-2011-0003","FSOC","FSOC-2011-0003","No","16","2011-03-28","FSOC-2011-0003-0001","4030–AA01","NPR","","17047","Authority To Designate Financial Market Utilities as Systemically Important","76"
"435","2011-18948-FSOC","Issuance","Final rule.","https://www.regulations.gov/docket?D=FSOC-2011-0001","FSOC","FSOC-2011-0001","No","14","2011-07-27","FSOC-2011-0001-0046","4030-AA00","FINAL","","44763","Authority To Designate Financial Market Utilities as Systemically Important","76"
"436","2011-7812-FRS","Issuance","Notice of proposed rulemaking.","https://www.federalreserve.gov/apps/foia/ViewComments.aspx?doc_id=R-1412&doc_ver=1","FRS","R-1412","No","10","2011-04-04","FRS-2011-0082-0001","7100-AD71","NPR","","18445","Financial Market Utilities","76"
"437","2012-18762-FRS","Issuance","Final rule.","https://www.federalreserve.gov/apps/foia/ViewComments.aspx?doc_id=R-1412&doc_ver=1","FRS","R-1412","No","15","2012-08-02","FRS-2012-0218-0001","7100-AD71","FINAL","","45907","Financial Market Utilities","77"
"438","2014-00682-FRS","Issuance","Notice of proposed rulemaking.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1477&doc_ver=1","FRS","R–1477","No","29","2014-01-22","FRS-2014-0024-0001","7100-AE09","NPR","","3665","Financial Market Utilities","79"
"439","2014-26090-FRS","Issuance","Final rule.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1477&doc_ver=1","FRS","R–1477","No","20","2014-11-05","FRS-2014-0327-0001","7100-AE09","FINAL","","65543","Financial Market Utilities","79"
"440","2013-04841-FRS","Issuance","Notice of Proposed Rulemaking.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1455&doc_ver=1","FRS","R-1455","No","6","2013-03-04","FRS-2013-0063-0001","7100-AD94","NPR","","14024","Financial Market Utilities","78"
"441","2013-29711-FRS","Issuance","Final rulemaking.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1455&doc_ver=1","FRS","R-1455","No","8","2013-12-20","FRS-2013-0376-0001","7100-AD94","FINAL","","76973","Financial Market Utilities","78"
"442","2010-30590-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-23-07/s72307.shtml","SEC","S7-23-07","No","6","2010-12-06","SEC-2010-1835-0001",NA,"NPR","","75650","Temporary Rule Regarding Principal Trades With Certain Advisory Clients","75"
"443","2010-33077-SEC","Issuance","Temporary final rule.","https://www.sec.gov/comments/s7-23-07/s72307.shtml","SEC","S7-23-07","No","6","2010-12-30","SEC-2010-2025-0001",NA,"INTERIM-FINAL","","82236","Principal Trades with Certain Advisory Clients","75"
"444","2012-25116-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-23-07/s72307.shtml","SEC","S7-23-07","No","7","2012-10-12","SEC-2012-1668-0001",NA,"NPR","","62185","Temporary Rule Regarding Principal Trades With Certain Advisory Clients","77"
"445","2012-31221-SEC","Issuance","Final rule.","https://www.sec.gov/comments/s7-23-07/s72307.shtml","SEC","S7-23-07","No","7","2012-12-31","SEC-2012-2174-0001",NA,"FINAL","","76854","Temporary Rule Regarding Principal Trades With Certain Advisory Clients","77"
"446","2014-19421-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-23-07/s72307.shtml","SEC","S7-23-07","No","8","2014-08-18","SEC-2014-1383-0001",NA,"NPR","","48709","Temporary Rule Regarding Principal Trades With Certain Advisory Clients","79"
"447","2014-29975-SEC","Issuance","Final rule.","https://www.sec.gov/comments/s7-23-07/s72307.shtml","SEC","S7-23-07","No","9","2014-12-23","SEC-2014-2159-0001",NA,"FINAL","","76880","Temporary Rule Regarding Principal Trades With Certain Advisory Clients","79"
"448","2010-28186-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-33-10/s73310.shtml","SEC","S7-33-10","No","69","2010-11-17","SEC-2010-1760-0001",NA,"NPR","","70487","Proposed Rules for Implementing the Whistleblower Provisions of Section 21F of the Securities Exchange Act of 1934","75"
"449","2011-13382-SEC","Issuance","Final rule.","https://www.sec.gov/comments/s7-33-10/s73310.shtml","SEC","S7-33-10","No","86","2011-06-13","SEC-2011-0813-0001",NA,"FINAL","","34299","Securities Whistleblower Incentives and Protections","76"
"450","2011-28274-OSHA","Issuance","Interim Final Rule; request for comments.","https://www.regulations.gov/docket?D=OSHA-2011-0126","OSHA","OSHA-2011-0126","No","14","2011-11-03","OSHA-2011-0126-0001","1218-AC53","INTERIM-FINAL","","68084","Procedures for the Handling of Retaliation Complaints Under Section 806 of the Sarbanes-Oxley Act of 2002, as Amended","76"
"451","2015-05001-OSHA","Issuance","Final rule.","https://www.regulations.gov/docket?D=OSHA-2011-0126","OSHA","OSHA-2011-0126","No","21","2015-03-05","OSHA-2011-0126-0009","1218-AC53","FINAL","","11865","Procedures for the Handling of Retaliation Complaints Under Section 806 of the Sarbanes-Oxley Act of 2002, as Amended","80"
"452","2011-13370-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-21-11/s72111.shtml","SEC","S7-21-11","No","26","2011-06-01","SEC-2011-0760-0001",NA,"NPR","","31518","Disqualification of Felons and Other “Bad Actors” From Rule 506 Offerings","76"
"453","2013-16884-SEC","Issuance","Proposed rules.","https://www.sec.gov/comments/s7-06-13/s70613.shtml","SEC","S7-06-13","No","50","2013-07-24","SEC-2013-1338-0001",NA,"NPR","","44806","Amendments to Regulation D, Form D and Rule 156","78"
"454","2013-16983-SEC","Issuance","Final rule.","https://www.sec.gov/comments/s7-21-11/s72111.shtml","SEC","S7-21-11","No","43","2013-07-24","SEC-2013-1336-0001",NA,"FINAL","","44729","Disqualification of Felons and Other “Bad Actors” From Rule 506 Offerings","78"
"455","2011-6940-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-11-11/s71111.shtml","SEC","S7-11-11","No","6","2011-03-25","SEC-2011-0401-0001",NA,"NPR","","16707","Rule 17Ad-17; Transfer Agents', Brokers', and Dealers' Obligation To Search for Lost Securityholders; Paying Agents' Obligation To Search for Missing Securityholders","76"
"456","2013-01269-SEC","Issuance","Final rule.","https://www.sec.gov/comments/s7-11-11/s71111.shtml","SEC","S7-11-11","No","17","2013-01-23","SEC-2013-0132-0001",NA,"FINAL","","4768","Lost Securityholders and Unresponsive Payees","78"
"457","2011-12659-SEC","Issuance","Proposed rules.","https://www.sec.gov/comments/s7-18-11/s71811.shtml","SEC","S7-18-11","No","145","2011-06-08","SEC-2011-0792-0001",NA,"NPR","","33419","Nationally Recognized Statistical Rating Organizations","76"
"458","2014-20890-SEC","Issuance","Final rules.","https://www.sec.gov/comments/s7-18-11/s71811.shtml","SEC","S7-18-11","No","238","2014-09-15","SEC-2014-1545-0001",NA,"FINAL","","55077","Nationally Recognized Statistical Rating Organizations","79"
"459","2011-5184-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-07-11/s70711.shtml","SEC","S7-07-11","No","21","2011-03-09","SEC-2011-0321-0001",NA,"NPR","","12896","References to Credit Ratings in Certain Investment Company Act Rules and Forms","76"
"460","2013-31425-SEC","Issuance","Final rule.","https://www.sec.gov/comments/s7-07-11/s70711.shtml","SEC","S7-07-11","No","15","2014-01-08","SEC-2014-0038-0001",NA,"FINAL","","1316","Removal of Certain References to Credit Ratings Under the Investment Company Act","79"
"461","2011-4070-NCUA","Issuance","Notice of proposed rulemaking.","https://web.archive.org/web/20121007212708/http://www.ncua.gov/Legal/Pages/PRs20110217CrRat.aspx","NCUA","Removing References to Credit Ratings","No","9","2011-03-01","NCUA-2011-0012-0001","3133-AD86","NPR","","11164","Removing References to Credit Ratings in Regulations; Proposing Alternatives to the Use of Credit Ratings","76"
"462","2012-30076-NCUA","Issuance","Final rule.","https://web.archive.org/web/20121007212708/http://www.ncua.gov/Legal/Pages/PRs20110217CrRat.aspx","NCUA","Removing References to Credit Ratings","No","10","2012-12-13","NCUA-2012-0040-0001","3133-AD86","FINAL","","74103","Alternatives to the Use of Credit Ratings","77"
"463","2011-3259-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-18-08/s71808.shtml","SEC","S7-18-08","No","16","2011-02-16","SEC-2011-0221-0001",NA,"NPR","","8946","Security Ratings","76"
"464","2011-19421-SEC","Issuance","Final rule.","https://www.sec.gov/comments/s7-18-08/s71808.shtml","SEC","S7-18-08","No","19","2011-08-03","SEC-2011-1111-0001",NA,"FINAL","","46603","Security Ratings","76"
"465","2010-27555-CFTC","Issuance","Notice of proposed rulemaking.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=888","CFTC","888","No","5","2010-11-02","CFTC-2010-0152-0001","3038-AD11","NPR","","67254","Removing Any Reference to or Reliance on Credit Ratings in Commission Regulations; Proposing Alternatives to the Use of Credit Ratings","75"
"466","2011-18777-CFTC","Issuance","Final rule.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=888","CFTC","888","No","4","2011-07-25","CFTC-2011-0099-0001","3038-AD11","FINAL","","44262","Removing Any Reference to or Reliance on Credit Ratings in Commission Regulations; Proposing Alternatives to the Use of Credit Ratings","76"
"467","2010-27657-CFTC","Issuance","Proposed rule.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=894","CFTC","894","No","16","2010-11-03","CFTC-2010-0157-0001","3038-AC15","NPR","","67642","Investment of Customer Funds and Funds Held in an Account for Foreign Futures and Foreign Options Transactions","75"
"468","2011-31689-CFTC","Issuance","Final rule.","https://www.cftc.gov/LawRegulation/PublicComments/09-006.html","CFTC","09-006","No","29","2011-12-19","CFTC-2011-0150-0001","3038-AC79","FINAL","","78775","Investment of Customer Funds and Funds Held in an Account for Foreign Futures and Foreign Options Transactions","76"
"469","2010-28178-FHFA","Issuance","Notice of proposed rulemaking; request for comment.","https://www.fhfa.gov/SupervisionRegulation/Rules/Pages/Federal-Home-Loan-Bank-Liabilities-Notice.aspx","FHFA","2590-AA36","No","10","2010-11-08","FHFA-2010-0039-0001","2590-AA36","NPR","","68534","Federal Home Loan Bank Liabilities","75"
"470","2010-28178-FHFB","Issuance","Notice of proposed rulemaking; request for comment.","https://www.fhfa.gov/SupervisionRegulation/Rules/Pages/Federal-Home-Loan-Bank-Liabilities-Notice.aspx","FHFB","2590–AA36","No","10","2010-11-08","FHFB-2010-0011-0001","2590–AA36","NPR","","68534","Federal Home Loan Bank Liabilities","75"
"471","2011-2041-FHFA","Issuance","Advance notice of proposed rulemaking; request for comment.","https://www.fhfa.gov/SupervisionRegulation/Rules/Pages/Alternatives-to-Use-of-Credit-Ratings-in-Regulations-Governing-the-Federal-National-Mortgage-Association-the-Federa.aspx","FHFA","2590–AA40","No","5","2011-01-31","FHFA-2011-0003-0001/FHFB-2011-0001-0001","2590–AA40","ANPR","","5292","Alternatives to Use of Credit Ratings in Regulations Governing the Federal National Mortgage Association, the Federal Home Loan Mortgage Corporation and the Federal Home Loan Banks","76"
"472","2010-25845-OTS","Issuance","Advance notice of proposed rulemaking.","https://www.regulations.gov/docket?D=OTS-2010-0029","OTS","OTS-2010-0029","No","4","2010-10-14","OTS-2010-0029-0001","1557–AC44","ANPR","","63107","Alternatives to the Use of External Credit Ratings in the Regulations of the OTS","75"
"473","2010-21051-FDIC","Issuance","Joint Advance Notice of Proposed Rulemaking.","https://www.fdic.gov/regulations/laws/federal/2010/10comad62.html","FDIC","3064-AD62","Yes","8","2010-08-25","FDIC-2010-0091-0001","3064-AD62","NPR","","52283","Advance Notice of Proposed Rulemaking Regarding Alternatives to the Use of Credit Ratings in the Risk-Based Capital Guidelines of the Federal Banking Agencies","75"
"474","2010-21051-FRS","Issuance","Joint Advance Notice of Proposed Rulemaking.","https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1391&doc_ver=1","FRS","R-1391","Yes","8","2010-08-25","FRS-2010-0240-0001","7100-AD53","NPR","","52283","Advance Notice of Proposed Rulemaking Regarding Alternatives to the Use of Credit Ratings in the Risk-Based Capital Guidelines of the Federal Banking Agencies","75"
"475","2010-21051-OCC","Issuance","Joint Advance Notice of Proposed Rulemaking.","https://www.regulations.gov/docket?D=OCC-2010-0016","OCC","OCC-2010-0016","Yes","8","2010-08-25","OCC-2010-0016-0001","1557–AD35","NPR","","52283","Advance Notice of Proposed Rulemaking Regarding Alternatives to the Use of Credit Ratings in the Risk-Based Capital Guidelines of the Federal Banking Agencies","75"
"476","2010-21051-OTS","Issuance","Joint Advance Notice of Proposed Rulemaking.","https://www.regulations.gov/docket?D=OTS-2010-0027","OTS","OTS-2010-0027","Yes","8","2010-08-25","OTS-2010-0027-0001","1550–AC43","NPR","","52283","Advance Notice of Proposed Rulemaking Regarding Alternatives to the Use of Credit Ratings in the Risk-Based Capital Guidelines of the Federal Banking Agencies","75"
"477","2010-20048-OCC","Issuance","Advance notice of proposed rulemaking.","https://www.regulations.gov/docket?D=OCC-2010-0017","OCC","OCC-2010-0017","No","5","2010-08-13","OCC-2010-0017-0001","1557–AD36","ANPR","","49423","Alternatives to the Use of External Credit Ratings in the Regulations of the OCC","75"
"478","2011-30428-OCC","Issuance","Notice of proposed rulemaking.","https://www.regulations.gov/docket?D=OCC-2011-0019","OCC","OCC-2011-0019","No","9","2011-11-29","OCC-2011-0019-0001","1557-AD36","NPR","","73526","Alternatives to the Use of External Credit Ratings in the Regulations of the OCC","76"
"479","2012-14169-OCC","Issuance","Final rule.","https://www.regulations.gov/docket?D=OCC-2012-0005","OCC","OCC-2012-0005","No","7","2012-06-13","OCC-2012-0005-0001","1557-AD36","FINAL","","35253","Alternatives to the Use of External Credit Ratings in the Regulations of the OCC","77"
"480","2011-10619-SEC","Issuance","Proposed rule.","https://www.sec.gov/comments/s7-15-11/s71511.shtml","SEC","S7-15-11","No","29","2011-05-06","SEC-2011-0635-0001",NA,"NPR","","26549","Removal of Certain References to Credit Ratings Under the Securities Exchange Act of 1934","76"
"481","2013-31426-SEC","Issuance","Final rule.","https://www.sec.gov/comments/s7-15-11/s71511.shtml","SEC","S7-15-11","No","30","2014-01-08","SEC-2014-0044-0001",NA,"FINAL","","1521","Removal of Certain References to Credit Ratings Under the Securities Exchange Act of 1934","79"
"482","2011-16857-IRS","Issuance","Notice of proposed rulemaking by cross-reference to temporary regulations.","https://www.regulations.gov/docket?D=IRS-2011-0017","IRS","IRS-2011-0017","No","3","2011-07-06","IRS-2011-0017-0001","1545-BK27","NPR","","39341","Modification of Treasury Regulations Pursuant to Section 939A of the Dodd-Frank Wall Street Reform and Consumer Protection Act","76"
"483","2011-16856-IRS","Issuance-Complex","Final and temporary regulations.","https://www.regulations.gov/docket?D=IRS-2011-0017","IRS","IRS-2011-0017","No","6","2011-07-06","IRS-2011-0017-0002","1545-BK27","FINAL","","39278","Modification of Treasury Regulations Pursuant to Section 939A of the Dodd-Frank Wall Street Reform and Consumer Protection Act","76"
"484","2011-22772-SEC","Withdrawl","Advance notice of proposed rulemaking; withdrawal.","https://www.sec.gov/comments/s7-35-11/s73511.shtml","SEC","S7-35-11","No","14","2011-09-07","SEC-2011-1340-0001",NA,"ANPR","","55308","Treatment of Asset-Backed Issuers Under the Investment Company Act","76"
"485","2011-24785-TREAS","Issuance","Proposed rule.","https://www.regulations.gov/docket?D=TREAS-DO-2011-0009","TREAS","TREAS-DO-2011-0009","No","5","2011-09-27","TREAS-DO-2011-0009-0001","1535-AA02","NPR","","59592","Government Securities Act Regulations; Replacement of References to Credit Ratings and Technical Amendments","76"
"486","2011-28242-DOE","Issuance","Proposed rule; request for comment.","https://www.regulations.gov/docket?D=DOE-HQ-2011-0036","DOE","DOE-HQ-2011-0036","No","4","2011-11-02","DOE-HQ-2011-0036-0001","1990-AA38","NPR","","67622","Modification of Regulatory Provisions Requiring Credit Rating or Assessments in Accordance With Section 939A of the Dodd-Frank Wall Street Reform and Consumer Protection Act","76"
"487","2011-31883-FDIC","Issuance","Notice of proposed rulemaking.","https://www.fdic.gov/regulations/laws/federal/2011/11comad88.html","FDIC","3064-AD88","No","6","2011-12-15","FDIC-2011-0170-0001","3064-AD88","NPR","","78085","Permissible Investments for Federal and State Savings Associations: Corporate Debt Securities","76"
"488","2012-17860-FDIC","Issuance","Final rule.","https://www.fdic.gov/regulations/laws/federal/2011/11comad88.html","FDIC","3064-AD88","No","5","2012-07-24","FDIC-2012-0079-0001","3064-AD88","FINAL","","43151","Permissible Investments for Federal and State Savings Associations: Corporate Debt Securities","77"
"489","2012-28456-SEC","Issuance","Final rule.","https://www.sec.gov/comments/s7-07-11/s70711.shtml","SEC","S7-07-11","No","5","2012-11-23","SEC-2012-1927-0001",NA,"FINAL","","70117","Purchase of Certain Debt Securities by Business and Industrial Development Companies Relying on an Investment Company Act Exemption","77"
"490","2013-14790-DOL","Issuance","Notice of Proposed Amendments to Certain Class Exemptions.","https://www.dol.gov/agencies/ebsa/laws-and-regulations/rules-and-regulations/public-comments/1210-ZA18","DOL","1210-ZA18","No","12","2013-06-21",NA,"1210-ZA18","NPR","","37572","Proposed Amendments to Class Prohibited Transaction Exemptions To Remove Credit Ratings Pursuant to the Dodd-Frank Wall Street Reform and Consumer Protection Act","78"
